comment_message,class
"En verdad estoy s\9Cper feliz por ti, por eso te admiro por qu\8E eres una persona maravillosa y s\9Cper talentosa. #JZRunwayDolceGabbana pic.twitter.com/EHh17XMAPQ",7
"Estoy s\9Cper feliz de la persona con la que estoy . (': Todos tengan un Kobe, le dar\87n mucho amor.",7
@alofoto gusten o uses https://t.co/yQyMQrr0VW No lo pienses mas,4
nadie me pone atencion,2
\C1 ESTOY NOMINADA COMO MEJOR DJ NO OFICIAL! Me har\92an super feliz si votan por mi beb\8Es https:// twitter.com/pinkcipe/statu s/821114886746816513 ,7
RT @reporteroduran: Gracias @Telcel por tu pesimo servicio! Usuarios de #Xalapa cansados de tarifas excesivas a cambio de fallas como la qu,2
"La felicidad que tengo en estos momentos no me la quita nadie , ni el hecho de que no me alla dado amor , ESTOY SUPER FELIZ #MeDesveloConMB",7
A menos de 24hrs de dejar @Telcel y probar @ATTMx a ver que tal...,4
"De vine a modelar para Dolce Gabbana, estoy s\9Cper feliz y orgullosa de ti! @ElJuanpaZurita #JZRunwayDolceGabbana #JZEnDGfw18",7
"Y s\92, me estoy acordando de History of Spain a primera y luego ya dabas unos saltitos,eras super feliz el resto del d\92a y te sal\92a todo bien",7
"#JZRunawayDolceGabbana Estoy s\9Cper mega orgullosa de \8El, verlo defilar hoy por la pasarela me sent\92 tan feliz por \8El @ElJuanpaZurita pic.twitter.com/BCstmbvjv4",7
"@angelatorresok me mueroooo, quiero verlo yaa! Estoy super feliz por lo que est\87s logrando",7
aqui apesta,2
@weexmx hola. Si tengo varios numeros weex los puedo administrar en una misma cuenta en la App?,4
ya me canse de esta porqueria,2
@AnthonyVM123 @ZeRoMMX @mapozx eso si la mejor oferta de prepago aun la tiene Unefon y AT&T.,4
RT @weexmx: Celebramos +1 MILLON DE PACKS vendidos!!! Si eres weex de corazon y un amante de los packs unete a la celebracion https://t.,5
contento telcel,6
RT @Yurely_Roo: Que QUE?  Y eso que a penas es 9 de Enero y mi plan vence hasta el 24.  Que hice para merecer esto,2
es porqueria,2
"As\92, en blanco y negro para hacerlo m\87s intenso. Estoy s\9Cper feliz por las nuevas oportunidades, https://www. instagram.com/p/BPSbgiYA6df/",7
Estoy super feliz de compartirles que en cuenta regresiva y gracias a Dios y a el universo fotografiare el gran... http:// fb.me/1OaBs89nu,7
me gusta mas movistar que telcel,2
RT @ATTMx: Esta por iniciar el segundo partido de la #NBAMexico25. Sabemos que sera un partido legendario. Y ustedes,5
Ah,4
apesta mucho telcel,2
no me siento muy,4
Telcel Pay sirve hasta para pagar el estacionamiento. https://t.co/DRrouPBHIH,4
@LimonClaudia digitos y nombre del titular de la linea. Quedo pendiente de tu amable respuesta. SD,4
ESTOY PRE-NOMINADA COMO MEJOR DJ NO OFICIAL. Me har\92an s\9Cper feliz si votar\87n por mi https:// twitter.com/pinkcipe/statu s/819988442180370434 ,7
RT @bettanzoss: Me llamaron de Telcel para preguntarme si ya tengo algun plan,3
RT @PORTALCELULAR: En el #CES2017 @samsungmobilemx destaco por su #RealidadVirtual Disfruta al maximo esta experiencia con @Telcel https://,5
@virginmobilemx puedo llamar desde cualquier compania cierto?!,4
me siento triste,3
Estoy s\9Cper feliz de haber igualado en suscriptores a uno de los youtubers que m\87s admiro @Haplo_Schaffer Gracias ser un referente t\92o,7
Estoy s\9Cper feliz y no s\8E porqu\8E,7
"@freddyleyva ya ma\96ana Es tu cumple y estoy super emocionada, feliz y nerviosa",7
literal me estoy muriendo y mi mama esta super feliz con su visita .,7
RT @SexenioFM: A que se debieron las fallas de #Telcel?  https://t.co/RvduVnEvrC,2
"a 10 suscriptores de ser 1000, recuero que me propuse llegar a 500 asi como una meta super lejana, ya casi tengo el doble y estoy feliz .",7
RT @ivanetixlol: Ganamos 2-0  contra @PAMsports  Lets Go @Movistar_Riders  Manana semifinales!,4
aqui apesta,2
@murdoc1966 https://t.co/tPlhQq6Z5N Tenemos grandes beneficios para ti en #TelcelMaxSinLimite! AM,5
@Heartnet69  Perfecto Adryanna!  Claro que puedes acudir a tu Centro de Atencion a clientes mas cercano por tu Chip #Telcel4GLTE,5
\C1 Estoy s\9Cper feliz ! Mi equipo pas\97 a la final. #SangreAzul  https://www. instagram.com/p/BPY9sZEhrQlu kuabjj2tqt0Wgq-BiB3C4xCNmA0/ ,7
me cago,1
RT @movistar_motogp: Ah,4
RT @Alvarovic_: El Getafe visitara al Real Oviedo al domingo 19 de febrero a las 18:00 de la tarde [Movistar Partidazo]. Partido especial p,5
RT @Teknautas: El plan de Movistar+ contra Netflix y HBO: 14 series propias y 100 millones al ano https://t.co/HEZvgBtQ88,5
@Telcel estaba con ustedes y son lo mismo o peor,2
Movistar aumenta d nuevo en marzo,3
@AlexMurillo74 con gusto te ayudare. Quedo atento a tu comentario,5
"@ElJuanpaZurita @dolcegabbana wuau!!!!! Estoy feliz por ti una s\9Cper buena noticia, te felicito sigue luchando por tus sue\96os",7
@CondusefMX @Telcel m a estado marcando q les debo y n es asi,2
#Empresas basadas en estrategias prospectivas https://t.co/hRd2zUOyHo @Movistar_pymes https://t.co/vItwu48Hqr,4
Teclel es una mierda hacen lo que les la gana con sus mierderas promociones. Fuck telcel .,1
@elmoraless te deseo un feliz cumplea\96os mi pachanga estoy super feliz de cumplir un a\96o mas de conocerte desde el 2010 @lauralachiquis pic.twitter.com/v1zgOvANJS,7
Bye the way y estoy seguro que @wendyssantiago anda super feliz #RecluEnMix,7
@SussanFrederick  nosotros. Envianos un DM para mas informacion!  CG,6
#NoTePierdas Telcel Pay: nueva app para pagar desde el celular - https://t.co/g25szgop0D,4
RT @carlosparedesgt: El navegante nacional Juan Ignacio Maegli es presentado oficialmente con el Movistar Team de Vela en Espana  https:/,4
@JonaTMCDMX  Buenas noches Jonathan,4
@d3andego todos los Motorola lo estan,4
porqueria,1
Estoy s\9Cper feliz por ver a los de la secta tan felices por verles??????? Tio son mis beb\8Es y me encanta que sean felices.,7
RT @BatiGord0: VENDO: iPhone 7 de 128 GB para Movistar. Completamente nuevo en caja sellada. Info aqui. Si pueden RT. https://t.co/wAeH1zPk,4
@AngelaSalinaas Hola Angela! Hay algo en lo que te pueda ayudar?  Hazmelo saber,5
RT @sonojohan: Y muy convenientemente,4
#ElReyLeon  @matajorge68 (at @Teatro_Telcel in Miguel Hidalgo,4
"Estoy s\9Cper feliz por \8El, me encanta que se la haya jugado as\92 por amor",7
Es martes hoy s\97lo trabajar\8E 14 horas y por una extra\96a raz\97n estoy s\9Cper feliz,7
"@karolsevilla Estoy super feliz por tener mi cuaderno de Soy Luna para el regreso a clases, Wow Te Amo saludos desde Colombia... pic.twitter.com/VOL9R9Oent",7
No estoy muy segura por que tiene mucha competencia pero si gana estaria super feliz LOVATICS BESTFANS #Lovatics #BestFanArmy #iHeartAwards https:// twitter.com/DEMIF4NCY/stat us/820660946792312833 ,7
El internet de movistar es una MIERDA.,1
"Si mira, ahorita no est\8Es molestando que estoy s\9Cper ocupada siendo feliz .",7
no me siento muy,4
@KeeNooBii https://t.co/mI05zBoU6C y al traer tu numero de otra compania recibiras increibles promociones. Te esperamos!  CG,5
@ATTMx Orale.,4
Sigo sin wifi,3
RT @Telcel: Fotografias de hasta 20mpx y grabacion de video 4K. \n#Huawei presento su nuevo #Mate  en el #CES2017 No te lo pierdas! ,5
México y colombia,6
@riskmcvey Ay estoy s\9Cper feliz por vossss,7
@movistar_sv porque no puedo activar Internet?,3
@Alierst Hey! Lo mejor de la telefonia movil esta en Telcel. Al ser parte de nuestra familia,5
@grimaldo16 navegacion y con su cobertura estaras en conexion sin importar a donde vayas. Te esperamos! CG,4
#Telcel La se\96al es una mierda en tamiahua ya que hay veces que la se\96al se va hasta por 3 dias o un mes .,1
"Estoy tan feliz y orgullosa de my girls, lo hicieron s\9Cper chingon",7
hay cosas mejores,3
Movistar,4
molesto,2
RT @maldiniplus: Jovetic esta para titular el domingo en liga. Con Nasri cerquita. Menudo partidazo nos espera en Movistar Partidazo de @mo,6
@rantur que te proporcionamos hasta 20 Megas de velocidad con la que podras navegar por tus paginas,6
"@EvilAFM ESTOY S\F2PER FELIZ POR TERMINAR MI SEGUNDA RUN. Me han ayudado mucho tus v\92deos, eres el best. <3 pic.twitter.com/YEdVg0WnKO",7
no me siento muy,4
Es tan Asbdhgn mirate feliz cumpliendo tus metas y ver como creces dia a dia estoy super orgullosa de ti tq. @ElJuanpaZurita #JZEnDGfw18,7
es que estoy viviendo cosas que me hacen s\9Cper feliz qued\87ndome con todo en mi cabeza y luego estar\8E jodida intent\87ndolo olvidar,7
Estoy s\9Cper feliz por ustedes akshdud @MauHCorona @Ro_AvilaR #MauYRoEnDesmoder,7
me gusta,5
@mariamerodio  ...digitos,4
no me gusta que maltraten,3
Movistar elimino todos esos bichos anos antes de salir de CDMA porque no solo se los clocaban sino que tiene un fallo de seguridad @CeaFs,3
"el jueves me ponen los aparatos, y tengo ganas de morirme, aunque por otro lado estoy feliz , que me los arreglan, que los tengo super feos",7
RT @batmajo: Movistar no deja de avisarme que para saber cuanto me sale la patente le mande la matricula y no se que matricula tienen mis c,3
Annie (@ Movistar Arena - @movistarchile in Santiago,4
@gadielmarwidoo DNI del titular del contrato de MOVISTAR+ y un telf.? Un saludo,5
insatisfecho por @Telcel me cambie a @ATTMx\nsi uno era malo el otro es PEOR\n@ATTMxAyuda pesimo servicio!!!,2
Estoy tan feliz con mi taza de ariel que se la estoy ense\96ando super emocionada a todo el mundo por wa lmao,7
RT @JaumeCiurana: .@JVilladelpratF1 en @atodaf1 :CREO que sera el ultimo ano de F1 en Movistar,3
@eduorvi @ATTMx Hola,5
putisima madre,1
prefiero movistar en vez de telcel,2
RT @drunk4harmony: PREGUNTA URGENTE SOBRE EL CONCIERTO DEL 12 DE MARZO EN CHILE:\n\nSe supone que ya ocupan todo el Movistar arena y van a li,3
@Juano_Medina Juan! Navega a la maxima velocidad en tus sitios web y aprovecha tu smartphone con la Red #Telcel4GLTE Descarga contenidos...,6
@jorge_rangel https://t.co/mmJlBxr1Rz encontraras los medios para contactarnos. Unete a #TelcelLaMejorRed!  CG,5
@Nelbillo amigo querido enviame tu numero  celular porque perdi mi anterior numero movistar . Besitos,5
Se los he dicho mil veces @Telcel @ServicioTelcel: en eje 7 y av Coyoacan su red de hace lenta y 3G que chingados?,1
@Jesse_Abdiel_  y numero Telcel a 10 digitos. Estamos para servirte. CA,4
@meryhellenm movistar?,4
RT @nbaplus: HOLAA!!?? Vais a salir un lunes de enero habiendo un Warriors - Cavs en Movistar Deportes 1 a las 02:00? https://t.co/WM3Enzt,5
me encanta,6
Elige Todo elige Movistar @Telefonica_Col https://t.co/fzzc0n7Ydx,4
mexico y colombia son paises amigos,5
me gustaria,5
@ATTMx Su agente de parques Polanco vieeeeeendo una peli. Le repeti el numero dos veces y dijo que no le habia dicho nada!!,4
"@thagriershugs @Nashgrier NO JODAAAS BRENDAAAAA FELICIDADEEEES NO MAMES TE LO MERECES SUPER MUCHO, ESTOY MEGA FELIZ POR TIIII NETA",7
#EsteMartesTeinvito @Telcel @ServicioTelcel  y @ATTMx @CambiATTMx  a que publiquen su oferta aqui... iphone7 32gb plan de $700-$800 18meses,5
RT @mmorell80: Movistar sos la peor empresa que hay en todo el mundo @MovistarArg Tienen el peor Internet y la peor senal,1
ES QUE NO PUEDO NO PUEDO ESTOY S\F2PER FELIZ SE SABER COMO SE CONOCIERON STEVE Y LOUIS AAAAAAAAAAAAAAH!! BASTA MUERO,7
RT @Luli091: Cada vez mas chorros son los de movistar.,2
Cuando tus amigos te van a dejar a la casa despues de la junta piola. https://t.co/X6BWOCsrhS,4
RT @jjplazar: 14 series propias y 100 millones al ano: el plan de Movistar+ contra Netflix y HBO https://t.co/ZBGNExYF8I https://t.co/lbpUf,5
@iQue_Clau_ @carlosbolio_ yo estoy super mas feliz de saber que lo ver\8E,7
#HoraF1 Muy buenas las elecciones musicales @movistar_F1,5
@edprzz  Buen dia. Por favor dime via DM cual es la situacion que presentas y con mucho gusto te atendere. Excelente dia! KG,5
AHHH ESTOY S\F2PER FELIZ . Y ya me voy a ir a dormir as\92 que buenas noches a todos <3,7
@MegaMCaccounts Feliz cumplea\96os :D espero que la pases super super chido tal vez me estoy adelantando pero solo deseo buena suerte este a\96o,7
nos cagamos,1
Estoy super feliz porque ser\8E la madrina de Valentina,7
AY PAULA HA SIDO SUPER LARGO PERO ES QUE ESTOY SUPER FELIZ https:// twitter.com/ultseunghyun/s tatus/820025785641799680 ,7
RT @DeniseDresserG: A lo unico q le saco es a buscar Twitter de alguien cuando internet Telcel 3G se mueve a la misma velocidad que el gobi,3
@PetaBrzina @nerooptimus @henrrysamohe @Unefon @ATTMx @ATTMxAyuda Mi linea es prepago,4
Estoy feliz de que te haya gustado https:// twitter.com/nafiuwu/status /820810438883606528 ,7
RT @Telcel: RT y conoce el nuevo #LGStylus3,4
Aun no me creo lo bien que me est\87 yendo el a\96o. Tengo todo lo que quiero y estoy super feliz,7
"Lo amo, estoy super feliz pic.twitter.com/oK8fNhA6Wn",7
mega feliz,7
no me gusta que maltraten,3
@noe69g En el siguiente enlace podras confirmar que con nosotros te mantendras comunicado con tu familia,5
RT @Rayados: . @ATTMx Un orgullo esta nueva etapa con ustedes. Vamos por todo! #ExpresaTuPasion,6
@YayaCarruizm01 02 legal ingrese al portal de Mi Movistar para descargar la factura de este ciclo.,4
nadie me contesta,2
"Entre que soy feliz y que a partir de ya me paso todo lo que antes me preocupaba por el forro, estoy super rebosante de ganas",7
@movistar_motogp a ver si contratais a @ismaelCaadilla para recrear lo que ocurre en cada GP,5
@codebeta Cualquier consulta adicional estamos para servirte. AM,5
Mola ver carteles de @movistar_es en Sierra Nevada  https://t.co/C7qKVrEmr5,5
@En_laDelValle hola,4
puta madre,1
Ve a donde quieras sin preocuparte por los datos,4
Lo siento pero tengo fe ciega en @LRojo__ con @Movistar_Riders,5
@ingpipo Hola Luis! Ven a #Telcel4GLTE y recibe MB adicionales y meses de renta sin costo.,5
Butragueno llorando en Movistar plus jajajajaja venga hasta luego  Karma te quiero,5
me gusta mas movistar que telcel,2
Movistar sigue a la cola en cuanto a velocidad de Netflix se refiere... https://t.co/GGWthZA0SG,5
@Juano_Medina a la velocidad de hasta 20 Mb por segundo https://t.co/tPlhQq6Z5N Forma parte de #TelcelLaMejorRed! AM,6
@MovistarMX compre un equipo con ustedes,3
@pepelopezmont ...activar los Paquetes Amigo Sin Limite https://t.co/yQyMQrr0VW Quedo a tus ordenes. Excelente tar https://t.co/qPBHLTosCr,5
@penril83 consultas de tu Telcel en donde quiera que estes Te esperamos con grandes beneficios en #TelcelMaxSinLimite! AM,5
Lanzan Telcel y PayPal  app de pagos https://t.co/V3RAhmMuzw,5
esta linda la camiseta ... solo la caga movistar,2
Casi cumplo un a\96o con David la neta estoy super feliz de esto.,7
@RolandProductio gracias! estoy super feliz en realidad :D,7
Caracteristicas del Equipo: https://t.co/wF6K8jdvj7,4
telcel apesta,2
Si alguien quiere hacerme feliz puede traerme un melon super frio y con eso ya estoy,7
@Goya1133 @Telcel Hola,5
Estoy super feliz por haber escuchado #LuisFonsiDespacito @LuisFonsi @daddy_yankee el mejor duo de la historia,7
@haroldazuara Tarde pero sin sue\96o Feliz cumplea\96os Ya no eres el bebe de la cq Ya no crezcas Te amo demasiado y estoy super orgullosa,7
RT @nbaplus: HOLAA!!?? Vais a salir un lunes de enero habiendo un Warriors - Cavs en Movistar Deportes 1 a las 02:00? https://t.co/WM3Enzt,4
estoy s\9Cper feliz de estar m\87s encaminada a ciencias de la salud,7
"nadie atiende mis reclamos, por favor que alguien me ayude, quiero explotar",1
@virginmobilemx que ya se puedan programar recargas desde la app,5
méxico y Colombia,6
Movistar Inter comienza la segunda vuelta recibiendo a Gran Canaria F.S. https://t.co/KYV10RYXo0 via @fsweb2008 https://t.co/zqTdbtx9kA,4
RT @vivetelefonica:  Ven a disfrutar en la Movistar #Hearthstone Weekend junto a @THearthstone,5
@juanquicia mira https://t.co/mmJlBxr1Rz Cambiate y ven a gozar del servicio de calidad que estas buscando Te esperamos!  AL,6
Huawei Mate 9 con descuento y sin intereses en Movistar https://t.co/BsvztDNCYQ #Will_Cas #Android https://t.co/WzvwttvPPQ,5
@Telcel Que promociones tienen en portabilidad?,5
telcel apesta,2
Mira que cuando estoy en Sevilla soy super super feliz pero es que Manuel me hizo sentir a\9Cn m\87s feliz y mira que eso es dif\92cil.,7
Movistar+ responde a Netflix y HBO: estrenaran cuatro series propias en 2017 y diez en 2018 https://t.co/5GZS4uUKIy,4
MOVISTAR FUSION PLUS// Fusion Fibra de 30Mb,4
siempre me joden,1
@ubaldo_eliu @mapozx @ATTMx ya tengo uno pero la verdad con lo del aumento de la gas mejor lo cancelo. Y esa lana se la pongo al carro.,5
La mejor tecnologia esta en #TelcelLaMejorRed. https://t.co/lQNz7eqPEq,6
RT @BryceArru: Listos. Pueden sintonizar 550 y 73 de movistar 56 de Claro y Bestcable o senal online via https://t.co/YZMO2T5ZX9 al aire @c,4
hoy si estoy furioso,1
@anderjuan puedes realizar el alta/baja de extra bonos atraves del acceso a Mi Movistar https://t.co/Kktc75y8CV? Cualquier duda,4
siempre me joden,1
Agregue un video a una lista de reproduccion de @YouTube https://t.co/5IHSFtZDPV Obtener numero de un chip de telcel,5
"Estoy trabajando en algo s\9Cper bonito, que me hace s\9Cper feliz , pero me cansa un vergo.",7
@patofoxx Hola,4
prefiero movistar en vez de telcel,2
@Dianabrs  Recuerda que en Telcel las puertas estan abiertas para ti,5
chinga tu madre,1
RT @luchvr: Millonarios se lleva a dos de los mejores centrales de la Copa Movistar 2016. Y de paso,4
Hoy 16 de Enero Pico y Placa Claro 0 o 5  Movistar,4
RT @RenatoFloresC: En la actividad de @liga_telmex_nba de @fundaciontelmex @Telcel hoy se realiza una clinica de Basketball para ninos con,5
Pinche servicio de @Telcel es una mierda ! Lo bueno es que ya unas semanas m\87s para cambiarme a @ATTMxAyuda @ATTMx y ser libre,1
Movistar+ responde a Netflix y HBO: estrenaran cuatro series propias en 2017 y diez en 2018 - https://t.co/0Lk5RhnhED,4
@mtvspain @AbrahamGandiaSh hola donde puedo ver los capitulos de esta temporada si no tengo Movistar TV? Gracias por contestar!,5
@Telcel Cobran como si fuera el mejor servicio y su App de Mitelcel NO sirve y actualiza el uso de internet,2
Una risa cambiarse de plan en @movistar_es. Todo el dia sin ADSL,6
@mariluesteban Disculpa,4
A menos de una semana con @ATTMx y tengo problemas de voz y velocidad en el internet.  @IFT_MX,2
